transaction_id,account_id,vendor_name,transaction_date,amount,currency,transaction_type,department,employee_id
fd58502c-11c9-4624-8ba0-0928e4254fce,1051,Kelly-Coleman,07-08-2025,10711.51,INR,Refund,Operations,73008
2bf67ff6-7c82-42f5-aba9-b4e2b823a216,7627,"Howard, Gomez and Kirk",26-08-2025,8350.3,INR,Salary,HR,16103
fa02c422-5505-4fea-8f0c-fc330384a59b,1397,"Morrison, Branch and Lopez",19-05-2025,35949.37,INR,Maintenance,Finance,84118
9c9c6ada-b580-4ea1-82aa-9a634418f2a9,1177,Duncan-Brown,26-06-2025,30950.77,INR,Maintenance,HR,12423
c5689bcf-ae04-44cf-b52d-d60c5e189a60,3373,"Smith, Cameron and Tran",09-08-2025,44768.54,INR,Maintenance,HR,61258
31fef808-b3b0-4556-a131-b429582622ce,5003,"Parsons, Hale and Torres",05-10-2025,22572.39,INR,Refund,Finance,20826
e2ba07b4-e9eb-4b89-977f-89d1b08d44b2,8104,Jordan Inc,27-07-2025,32090.79,INR,Maintenance,Finance,95142
c4760b2c-b155-4c69-9572-58b088d4b3bf,3624,Patrick and Sons,12-09-2025,14862.8,INR,Refund,Operations,27715
9455ed4e-fe9d-4559-bcbd-93bf77a46b9c,5606,Stewart Group,19-07-2025,4305.46,INR,Refund,Finance,19444
daea1406-faad-4d0e-bc6e-a266870433b2,1205,"Villanueva, Mercado and Thompson",02-08-2025,25543.08,INR,Refund,Operations,63706
b29aa595-6f5d-4807-9d7a-93533445ed18,4008,Matthews-Jones,29-05-2025,31850.73,INR,Refund,Finance,96755
0ed2bfa2-4f32-4253-be86-b03015888e59,7159,Marquez-Campbell,15-09-2025,18465.76,INR,Salary,HR,70181
27088d67-9799-4bc4-8645-9d08c6375641,6882,Barber-Watson,24-10-2025,41481.21,INR,Refund,Finance,14020
3b3ad0c3-e4a7-4c52-bc0a-2112bc8a864a,2459,Hansen-Crawford,19-08-2025,41224.31,INR,Reimbursement,Finance,33826
2e9ef50c-1007-4d55-87b3-010b2119f7ee,3279,Walker-Serrano,28-06-2025,24907.18,INR,Salary,IT,42460
34c00110-0339-4582-a7ac-e160d3aa8682,4332,"Taylor, Zavala and Mcdonald",28-06-2025,1541.34,INR,Reimbursement,HR,26686
671f73da-80e9-4802-913a-42a64372fa7b,7725,Dennis-Chandler,13-10-2025,18347.16,INR,Reimbursement,Operations,57920
8fdab741-2a7e-418e-ba2c-807897b8fddd,9851,Robbins and Sons,28-09-2025,30898.93,INR,Salary,HR,38692
ea464568-24fe-4a43-a6de-3e83416a004b,4624,"Harris, Nicholson and Lawrence",16-06-2025,29469.01,INR,Salary,Finance,73880
bd7496c8-b135-48e7-b8d8-297254488bcd,3132,"Gibson, Tate and Rodriguez",05-09-2025,1123.82,INR,Maintenance,IT,11276
ea4c79bf-b695-4541-aa8c-19232521307f,2222,Newman-Franklin,30-05-2025,1527.54,INR,Refund,HR,60021
a7c3efeb-10aa-49f0-850b-d7f5f79673d3,4899,Yang PLC,25-10-2025,3086.8,INR,Salary,IT,82747
ede26c33-f93c-415f-a0e8-bd875b60b530,1934,Rose-Edwards,04-08-2025,26029.04,INR,Refund,Finance,35609
7a74c821-5c68-46d3-be19-182a8fb3baaf,9908,"Munoz, Long and Martinez",28-09-2025,12088.77,INR,Salary,Sales,18908
6bb948be-df5b-4521-a394-8fec62eb3ea5,5850,Jordan LLC,28-07-2025,2183.39,INR,Purchase,Finance,57390
dca8684e-f8d8-4ba7-9d9c-bef119f4ff88,6200,Jennings-Luna,20-10-2025,13536.09,INR,Salary,Operations,67756
71effeba-d667-4922-b9a9-e27c0d2f2638,1788,Hanson LLC,28-08-2025,34132.02,INR,Reimbursement,Finance,53850
8cf813f9-c72b-4ccb-a24a-5730d19c70e4,3346,"Thomas, Smith and Smith",20-08-2025,14687.4,INR,Salary,Finance,80647
6b0d336d-9599-4f2d-8e67-d92d2ced2772,6570,Donaldson-Hartman,24-10-2025,14440.12,INR,Salary,Sales,30327
8d23281c-9b36-4eb0-b64e-c0ebd6f3648e,2959,Flores-Strickland,10-08-2025,4273.58,INR,Reimbursement,Finance,69827
3fa827d4-0568-4d73-a71a-da21e5999834,8042,"Shaw, Chambers and Rodriguez",11-06-2025,38927.25,INR,Maintenance,IT,21538
6d9c466e-08f4-46b6-a7c1-db5037d4319e,5900,Mays and Sons,23-06-2025,19675.6,INR,Refund,Finance,11111
53eaf337-6433-4b33-99be-ea8bab56baf2,1097,"Rosales, Griffin and Mendoza",16-08-2025,23618.52,INR,Refund,Finance,69719
d9883ac4-07fd-4ffe-9c44-ee25921d389b,1286,Guerrero-Jones,25-10-2025,3874.43,INR,Maintenance,HR,55730
8a4b29dd-1734-458b-86ff-993316a11819,3982,"Smith, Ballard and Hunt",22-05-2025,10722.59,INR,Maintenance,Finance,46762
85e87223-935f-49a6-b74b-f11995cc4fc8,8659,"Franco, Harris and Nelson",14-10-2025,7006.06,INR,Purchase,Sales,88017
82630a0a-f909-4664-8944-f035a042450e,4562,Mclaughlin-Carter,30-04-2025,2275.87,INR,Reimbursement,Finance,56367
66ef2acd-0977-4cdf-b6f8-0149e253addc,7929,"Olsen, Gregory and Brennan",11-07-2025,41982.03,INR,Purchase,Operations,65036
bddda43a-4a02-4a43-921e-a4c396f2ab4c,7708,Ray-Evans,29-09-2025,13082.19,INR,Reimbursement,HR,57486
540a16c2-0b92-4675-a70c-722950af90db,1874,"Copeland, Vasquez and Trujillo",30-04-2025,40788.46,INR,Refund,IT,11046
88065db8-a132-4eb7-a3ec-3a03f4990de2,9353,"Lee, Johnson and Lewis",02-05-2025,47125.79,INR,Salary,Sales,60318
c243f346-d04f-42a7-82f1-7cbe80455d70,2777,"Hill, Welch and Wu",10-05-2025,29491.04,INR,Maintenance,IT,60424
a74d8dad-4d8b-44d0-9cbf-f090e0716b31,8860,Little-Christensen,10-10-2025,33674.9,INR,Reimbursement,Operations,81334
3ed9a7df-128f-43fb-9916-5ebe665aa701,1699,Jimenez-Palmer,18-10-2025,21402.32,INR,Refund,Finance,43591
dc6bedbd-5113-4fc6-9b08-05e63a51dd30,8312,Martin Inc,06-05-2025,35637.19,INR,Reimbursement,HR,10773
1e0c6543-5f3e-47fa-8533-f1c8d4a52fce,6798,"Hernandez, Lopez and Acosta",26-08-2025,30175.71,INR,Purchase,HR,60918
98c99589-339a-4e3f-a66b-74dc1600c805,8464,Sloan-Reyes,14-08-2025,41058.15,INR,Purchase,IT,61826
f3730284-7bb3-4d5a-bf4d-afe0b21702b6,3789,Anderson-White,08-08-2025,23845.27,INR,Reimbursement,Sales,87299
80d3b7c7-843b-498d-bc55-5c2b7d7b2166,4839,Jimenez Group,19-07-2025,401.13,INR,Reimbursement,Finance,18112
dc0d9baf-4af1-4f11-bab9-7e58b7809e8b,3656,"Chang, Porter and King",29-10-2025,34527.6,INR,Purchase,Finance,83125
af5c4fb6-83d8-49e9-8019-973425146cfc,5212,Wiley Ltd,18-07-2025,35934.51,INR,Maintenance,Finance,77132
3331e086-f2a6-4161-9e01-d6b231bed83f,4963,Flowers-Byrd,24-06-2025,41273.31,INR,Refund,Finance,97067
6f6cd995-04e6-4300-b960-037976b8ae23,2571,Wilson-Kidd,17-08-2025,45919.18,INR,Purchase,HR,73216
df6d2399-7cd5-4640-a286-6a237f2c7d0a,1156,"Nelson, Bell and Walters",29-08-2025,33160.32,INR,Salary,Operations,22110
47692b09-0d79-4c4f-9582-a3c43af44b70,8305,Campbell PLC,16-10-2025,2110.02,INR,Maintenance,Operations,52265
7728964c-94e3-4ac9-94e0-8964273c890e,4289,Mckinney-Frazier,15-06-2025,8274.52,INR,Purchase,Operations,16102
f402d483-866e-40ff-8ce6-a4c191a288b7,1509,Wise-Jones,31-07-2025,41875.24,INR,Maintenance,IT,51969
564734f0-bc39-47da-9efc-68383ebf5879,6401,Gibson and Sons,28-06-2025,18543.76,INR,Refund,HR,41477
7b46d683-b3e2-4550-894b-65a8c1b66564,4333,Bridges and Sons,17-09-2025,26209.38,INR,Reimbursement,HR,84593
7d9180ad-cc4a-41cf-bb49-fe2badd942aa,4680,Simpson Group,21-08-2025,27395.09,INR,Reimbursement,Finance,95718
a67e0c2e-f460-4f2f-9ed1-68fceeb4f8f2,3247,Steele PLC,28-10-2025,31134.95,INR,Maintenance,Operations,51523
c55c72b6-81ed-4877-8154-fe0cea367e24,6796,"Salazar, Bartlett and Rangel",04-08-2025,28300.28,INR,Purchase,IT,67071
beda5d08-d150-4391-a625-9e54bcc1f6bc,5128,Rios-Cruz,02-05-2025,46315.32,INR,Purchase,HR,71589
7fb04cac-781f-4629-b0ce-9f8b6314a09b,2603,Long-Steele,07-06-2025,15363.45,INR,Maintenance,Finance,11758
fc1fff4a-d8dd-46ef-ae44-cbbb9a4e75f9,7146,Payne Inc,15-09-2025,20708.44,INR,Maintenance,HR,68957
b8fffb2c-d87f-4c53-9915-47807136f007,4127,"Lee, Perez and Garcia",21-07-2025,34808.86,INR,Purchase,Sales,29068
95626ecd-4ac4-4147-9a68-35aaf7a25ded,8091,"Doyle, Hurst and White",18-06-2025,25834.43,INR,Purchase,Sales,49720
aea2ce5a-f2ae-4c75-b8b3-1431b14e7cc9,2834,Phillips Ltd,18-06-2025,42262.16,INR,Maintenance,Sales,22848
2213cea5-4ea4-4070-91d8-337712092408,8013,Bennett-Oneal,12-10-2025,43179.11,INR,Refund,Finance,99443
b5d9e6da-2650-4220-b275-b08847e698e4,5046,"Wilson, Cummings and Wilson",15-06-2025,25402.27,INR,Reimbursement,HR,99911
ad867ad7-00fe-4dca-a450-2f35c8307b99,6571,Byrd LLC,25-05-2025,3157.95,INR,Maintenance,HR,18105
cb896aea-aedc-4921-abae-c6393d237d6e,6916,Thompson-Rivera,15-07-2025,444.09,INR,Purchase,HR,45915
1009f888-fed2-4895-ad7a-56662f74bea6,8233,Manning Inc,17-08-2025,9015.0,INR,Purchase,HR,32737
ce7dcc05-e0db-4d13-92e5-44affc32356b,6023,Cook-Hernandez,28-06-2025,15923.23,INR,Purchase,Sales,13318
9c627fe3-887d-4f1d-b6c8-4facdaa90c8b,7365,"Jackson, Patterson and Mcgee",26-08-2025,46151.6,INR,Reimbursement,HR,40680
cb21ad51-234b-4c89-8cee-809d6a0db77c,8822,Hurst LLC,05-08-2025,39026.32,INR,Reimbursement,Finance,92870
185ab205-7357-499d-99ab-ea2b4f519ba2,9629,Munoz-White,12-06-2025,13502.15,INR,Reimbursement,IT,70067
eec248d8-32a0-4b9d-a61f-c5d71756e6ac,5406,Walker-Miller,27-10-2025,26225.13,INR,Refund,Sales,86438
8e9eec35-4561-4e37-8c7c-d1e6a81ee6a7,5699,Briggs-Hernandez,30-04-2025,24655.95,INR,Refund,Finance,70308
5cfe9ed1-b698-4e45-89ff-53b2eb5c78d7,1688,Ortiz-Mitchell,10-08-2025,32762.75,INR,Maintenance,Finance,46337
0512d59f-4011-4545-9236-ea74de49f206,4885,"Gonzalez, Faulkner and Stark",17-10-2025,23028.02,INR,Purchase,IT,84443
0ad3fc9f-9680-4ded-9a7c-2603ec412e98,1111,Decker-Mosley,26-08-2025,35669.53,INR,Maintenance,Sales,56577
13532147-2777-4fc3-a805-d3409c9716a7,2462,Aguilar-Miller,03-07-2025,3616.07,INR,Salary,Finance,80032
ded30f7b-d10d-4205-8e0a-eea49a2e4b48,9339,Moore-Lopez,07-06-2025,2308.22,INR,Refund,Finance,79540
ba3ac938-2a6f-4404-827d-ed0dc29d0146,7597,"Gonzalez, Dixon and Perry",05-10-2025,43001.82,INR,Maintenance,Sales,45104
49150e2c-6ba6-4395-a872-0ba1c11fdc7e,9797,"Jones, Hernandez and Rangel",05-08-2025,1941.95,INR,Refund,Finance,75423
573eaa2c-6307-4efe-ad32-f720db74e964,4877,Young-Morales,18-08-2025,29521.05,INR,Maintenance,Finance,34161
837ffcb0-168e-4176-b86f-9897d9f3c6a8,3770,"Thompson, Black and Hurley",21-06-2025,11174.72,INR,Salary,Finance,80589
e0f02844-6a3b-440f-847a-02f51bcf298b,9324,"Martin, Taylor and Wilson",22-08-2025,22460.2,INR,Refund,Finance,63494
8e3875cf-8037-402a-8a04-19dd8704ef2b,7885,Olsen-Henry,07-05-2025,39455.53,INR,Maintenance,IT,92084
819d37f6-893e-434e-886b-70070abbed47,6982,Lee PLC,31-05-2025,29624.08,INR,Purchase,Sales,27673
725ff6c3-3a71-4994-8dc5-d7c18b2a212e,2579,"Brooks, Rogers and Barton",21-09-2025,14315.04,INR,Salary,HR,76728
470e1979-8cfa-4d64-8e21-5a5021ae2d5f,6420,Kaufman-Padilla,28-05-2025,7382.89,INR,Refund,HR,16052
2304fb0b-f691-491c-bc77-69570dc37b63,1584,"Harper, Dunn and James",08-09-2025,40455.4,INR,Salary,HR,74043
297717c4-bc59-4a9e-a7ff-19a04b7b440a,7403,Jenkins-Burgess,29-08-2025,38307.8,INR,Salary,Finance,60969
17231f14-4264-4de2-9794-dc72725933cb,5219,"Anderson, Graham and Smith",07-07-2025,49240.09,INR,Salary,Sales,94818
a2a64010-c0aa-44a2-8085-ae0cbfda2da3,4832,"Jones, Bowers and Fleming",18-08-2025,31483.81,INR,Purchase,Finance,62962
65f5e3c0-e050-44f9-8abe-918aceaa7620,1311,"Baker, Johnston and Davis",14-09-2025,19880.52,INR,Refund,Finance,64902
4f029157-126f-479c-9f50-6b1d31de11f2,1878,Harper and Sons,16-10-2025,35428.71,INR,Refund,Finance,64010
ccd11c56-b879-4ee6-8b85-434553b80508,2345,"Peters, Howard and Crawford",26-07-2025,16444.45,INR,Salary,Sales,79625
e6cda0a1-c48c-4210-9823-3f6437db2a60,7985,Smith-Santiago,14-06-2025,8919.96,INR,Refund,IT,53673
24ee35ff-5375-47b0-bfae-31e50bf68890,3725,Cowan-Espinoza,12-08-2025,13227.06,INR,Reimbursement,HR,78137
f314d227-126e-4264-a20b-f1bcce30822c,2657,"Buchanan, Robinson and Mitchell",06-08-2025,39319.55,INR,Salary,Sales,14266
195572e8-6257-416e-92a8-f3a88ba03eb9,3013,"Mckinney, Robertson and Martinez",22-08-2025,15747.86,INR,Refund,Sales,87959
900a288d-42b8-49f2-9412-02421b73909c,9490,Warren-Miller,27-07-2025,2492.38,INR,Reimbursement,Operations,78026
56e79744-8995-440f-966d-f1e4425ed38a,7223,Williams-Myers,30-09-2025,40773.07,INR,Refund,Sales,33697
0f2f36fe-744c-4591-aa29-27f30ee00845,7174,"Hernandez, White and Williams",22-10-2025,33709.81,INR,Reimbursement,Sales,43369
820af9b5-316f-4dac-bf67-7241774a69c0,3306,Brown-Rhodes,19-08-2025,36888.94,INR,Refund,HR,41892
7c253e61-a6fc-4e38-b93d-a62b86448e63,2839,Vasquez-Cruz,09-06-2025,31936.63,INR,Salary,IT,40347
651dc540-4a29-4766-82c5-3d9753a5b94b,3884,"Ross, Phillips and Garza",17-07-2025,40271.16,INR,Salary,Operations,70203
79cf19d9-953a-4606-b8dc-66ed9c407a2c,4795,Soto LLC,06-10-2025,48567.11,INR,Refund,Finance,11470
7950f61a-1291-464f-bc79-8043eb49ddf7,5994,"Hutchinson, Turner and Williams",16-07-2025,1885.54,INR,Reimbursement,IT,48872
c027dd03-ea7c-4c68-9092-8df75a4add23,8951,"Gregory, Lyons and Decker",05-09-2025,24798.39,INR,Reimbursement,Sales,56524
322280e0-c43b-491d-a183-2b82666c7863,2609,Thompson-Harrell,11-09-2025,42561.64,INR,Refund,IT,85288
567edd1d-a5b1-4c55-8019-8c2fc83acc89,8677,"Hudson, Cameron and Spencer",05-07-2025,22519.1,INR,Refund,HR,51495
b2b59f90-0030-48fc-9ac0-ed9772f1e522,2761,"Brown, Arias and Collins",03-10-2025,9343.89,INR,Reimbursement,IT,12007
fbe96de5-00ec-400c-b557-92d8382957eb,2092,Hester LLC,05-05-2025,33419.07,INR,Salary,Sales,44448
4ef0bf54-10d1-444f-b689-585140966ae4,7234,"Aguilar, White and Lara",08-05-2025,43848.5,INR,Refund,Finance,66622
45423ad0-e520-433d-b93a-67236cf3953c,5144,Davis-Kim,26-09-2025,20560.66,INR,Salary,HR,43181
7f35be99-f930-4556-a012-7986fecb3653,4742,Green Ltd,07-06-2025,9485.82,INR,Refund,Finance,19705
656cb72d-fe98-4d53-843d-42d91bec1729,3037,Myers Inc,03-06-2025,20987.12,INR,Salary,Sales,16495
d15758f6-5805-4c00-9630-c43d5928ba9f,5686,Morgan LLC,23-05-2025,10873.32,INR,Salary,IT,95932
5fc294f9-b281-4eab-99a2-37e198096f16,6437,Mccann PLC,22-06-2025,28334.83,INR,Purchase,Finance,91068
15600243-e273-4c93-8218-c9f0b547ae25,9964,Stokes LLC,17-09-2025,6766.27,INR,Refund,HR,32299
d3173dd7-6fbe-4a3b-bcd1-eabdfcb756b7,1559,"Chase, Cook and Martin",06-07-2025,25308.83,INR,Maintenance,Sales,93543
17d7c2c7-962f-4d19-a034-937c2ef6a16a,9828,"Pearson, Cooper and Thomas",18-07-2025,17350.71,INR,Reimbursement,HR,47537
e9bf3dfb-c3e0-4c24-9619-d3a11009ecc6,2668,"Nichols, Marks and Lewis",26-08-2025,32070.16,INR,Maintenance,Sales,67930
5489b2bc-6013-432a-a623-bd18c4487b47,9803,Mueller Ltd,23-08-2025,40925.81,INR,Maintenance,Finance,71330
c7b84b3e-d2ba-4228-b3fd-962ce1373250,4491,Fisher LLC,20-09-2025,43755.83,INR,Reimbursement,HR,81656
c74e5465-64d6-4b2d-9d59-24911cee955a,5931,Trevino-Burke,05-05-2025,47548.88,INR,Reimbursement,HR,67045
47d499f6-1936-41b0-a939-5a3196a067d9,1994,Fowler Group,01-10-2025,36859.48,INR,Refund,Finance,29581
5c98d571-865d-41ea-95ea-da9530058c68,8993,"Fox, Reese and Kaufman",24-07-2025,16059.89,INR,Purchase,IT,44476
797c8c7f-d4c8-4e43-8758-89722e00cff0,5782,"Meadows, Peterson and Parker",06-08-2025,27331.26,INR,Salary,Operations,55978
cfcf99cc-57ba-4cc4-ae4c-82cf6e4e804f,9332,Knight-Armstrong,07-07-2025,31213.82,INR,Refund,Sales,13086
0a6c630a-625b-4b83-98db-3f241f15a2c7,8432,Mitchell Group,16-08-2025,23113.93,INR,Purchase,IT,37611
c870b3e6-8d34-4390-bc39-f7a88d6f2aa6,3596,"Jones, Ford and Wilcox",30-04-2025,39423.3,INR,Reimbursement,IT,96882
072b08c2-1d8c-4398-8431-cc8ef91aa5df,5416,Baker-Bryant,26-09-2025,1011.7,INR,Reimbursement,IT,81756
53c053fd-62b3-4a92-8ce2-5fefae7d11e4,8071,"Miller, Brown and Kirk",21-05-2025,40421.8,INR,Refund,Finance,28333
1b7b9560-5a16-4691-a0ab-9e310894fa5b,8473,Schwartz LLC,17-10-2025,5266.04,INR,Purchase,IT,19450
32ade72d-8b43-4e1a-9406-13300ea56439,2474,Rodgers and Sons,15-08-2025,486.5,INR,Purchase,IT,66595
5f6ab0b4-22fc-4f52-a69d-403c9b8e82c9,5216,Nelson-Patton,03-09-2025,635.7,INR,Reimbursement,IT,53019
1c7d70d5-84f6-4e75-8be9-dd3bc87a3c47,7410,Tyler-Lambert,03-08-2025,7464.96,INR,Purchase,Sales,96784
ea833955-0205-4afa-a253-5e5638927a9b,6407,Barnes Ltd,06-05-2025,33120.76,INR,Salary,Finance,98723
d21f1b65-6c17-42f0-9643-df82c23a341f,2316,Wu-Rivas,06-06-2025,10729.54,INR,Refund,Operations,71036
60a078ea-1103-45fd-95e6-28e81e6c51d9,5824,Edwards-Summers,16-09-2025,6723.65,INR,Maintenance,Sales,11506
971930cf-ee9a-4821-b8f9-4b2e66330e34,1497,Adams-Chavez,28-05-2025,13637.38,INR,Reimbursement,Operations,53080
1ccd2a5f-cc88-4a2f-9ced-478b053ee538,6642,Jones-Vaughn,28-05-2025,9659.34,INR,Refund,HR,40136
bdee027c-fe4d-4b35-a258-90c782fa6e35,1210,"Cole, Trevino and Martinez",28-07-2025,4573.16,INR,Maintenance,Operations,61022
d4171271-cd81-45d4-b6b1-026008955b52,3513,Young-Mitchell,14-05-2025,21208.17,INR,Maintenance,HR,57861
5ffa90bc-d71e-4d9a-9492-2151151677f7,7453,Stevens Ltd,17-05-2025,17490.03,INR,Purchase,Sales,59438
2580aff3-0c19-43c2-92bb-295ed946cf1b,1160,Dominguez Ltd,29-05-2025,47780.37,INR,Salary,Operations,12072
a30caaa5-09e3-4bb7-a95c-6a68718b2028,9209,"Miranda, Hicks and Miller",25-05-2025,12100.33,INR,Reimbursement,Operations,77838
2487b0a8-eeed-436a-b814-6fadb37b681b,7847,Walsh-Carey,28-07-2025,27556.55,INR,Purchase,Sales,48707
fbc9d1db-cc0d-4871-b43b-2da5faf3b711,3242,"Pearson, Yates and Gomez",07-07-2025,15161.66,INR,Refund,Operations,16177
55b71e2e-f90f-4fc3-9276-d992185cd8d2,2028,Miller PLC,19-05-2025,44199.06,INR,Reimbursement,Operations,32477
721e035c-f031-44de-a316-a52134315b88,6088,"Walker, Craig and Young",22-08-2025,19135.61,INR,Refund,Operations,44458
fc8620a0-bc1a-45b5-af16-73e18e0559dd,6295,Conway and Sons,19-08-2025,26119.69,INR,Refund,Sales,54809
9da19276-7d2b-48af-b074-a68edd638e59,2865,Cox Inc,04-09-2025,35874.82,INR,Refund,HR,41340
71caa671-cb5d-4e19-99ab-be69f75397b9,6935,"Meyers, Jones and Maldonado",23-06-2025,21889.95,INR,Refund,Finance,43092
61476141-6a0e-439a-b7c8-f3505da01124,5287,Miles-Rich,18-07-2025,26587.5,INR,Purchase,HR,19832
7d49a157-7859-44ef-98c1-3ebb24f431b8,1025,Ray-Brooks,12-07-2025,47688.46,INR,Purchase,HR,28167
5016042b-d630-4d12-a498-982d9c9f82de,2209,Wall-Hudson,19-09-2025,6608.72,INR,Salary,HR,19051
2148ac04-ade7-4212-be1b-a7961b3edd01,1629,"Jackson, Glass and Adams",28-05-2025,38355.29,INR,Maintenance,Sales,50768
aaf6ac12-f8b9-4f40-add5-c76a026b2e44,8061,"Ortega, Davis and Perez",27-05-2025,29373.75,INR,Purchase,Sales,49479
ea8880af-26ab-4349-aa98-282e0e676d3c,3990,Jones-Schmidt,11-07-2025,29431.2,INR,Refund,Finance,60737
d838b2cf-e298-4fb3-a228-57becce1e412,8513,Miller-Bond,22-08-2025,10192.2,INR,Reimbursement,Sales,75333
11c77480-30f9-45d2-a71a-c9ba1dc089eb,1645,"Garcia, Spence and Hubbard",29-08-2025,39630.75,INR,Salary,IT,96950
74379788-5b5a-4c44-8aaa-54a247493f3c,3841,Young Group,28-05-2025,20957.33,INR,Refund,Finance,13003
d80e2b68-094d-4149-8ae9-6febd081343f,4044,Anderson-Snyder,09-09-2025,48004.95,INR,Salary,HR,43747
1288bafc-dc2a-4b2c-8279-f0917021c9d7,1879,Fisher-Williams,10-05-2025,11993.2,INR,Refund,Operations,48788
c0d0e5e2-abc1-40a0-a697-081d97d62f2c,9398,Flowers-Rodriguez,03-06-2025,29668.6,INR,Salary,Operations,30058
5c42145e-7028-4c8b-9e7d-8698e0bd48db,2295,Scott Inc,10-05-2025,28214.33,INR,Refund,IT,46185
